rang_taxinomique;N°_Taxinomique_BDNFF;N°_Nomenclatural_BDNFF;code_CATMINAT;NOM_SCIENTIFIQUE;CHOROLOGIE;inflorescence;sexualité;ordre_maturation;pollinisation;fruit;dissémination;couleur_fleur;macule;floraison;type_ligneux;Hauteur_végétative_maximum_[m];TYPE_BIOLOGIQUE;FORMATION_VEGETALE;CARACTERISATION_ECOLOGIQUE_(HABITAT_OPTIMAL);INDICATION_PHYTOSOCIOLOGIQUE_CARACTERISTIQUE;INDICATION_CARACTERISTIQUE_TRANSGRESSIVE;INDICATION_DIFFERENTIELLE_1;INDICATION_DIFFERENTIELLE_2;INDICATION_DIFFERENTIELLE_3;Lumière;Température;Continentalité;Humidité_atmosphérique;Humidité_édaphique;Réaction_du_sol_(pH);Niveau_trophique;Salinité;Texture;Matière_organique;Lichtzahl;Temperaturzahl;Kontinentalität;Feuchtzahl;Reaktionszahl;Nutrients;Salz;CLASSE_(-opsida);SUBCLASSE_(-idae);Clade_intermédiaire;SUPERORDRE_(-anae);Clade_intermédiaire;Clade_intermédiaire;Clade_intermédiaire;ORDRE_(-ales);FAMILLE_(-aceae);numSpA;numSpB;numSpH;nomA;nomB;nomH
esp;2304;7000;02/10.0.2.0.1;Arthrocnemum macrostachyum (Moric.) K.Koch;méditerranéen;épi de cymes triflores;hermaphrodite;;anémogame;akène;hydrochore;vert;;5-7;;;Cfru;chaméphytaie;parvochaméphytaies halophiles supralittorales;Arthrocnemion macrostachyi Rivas-Martínez in Rivas-Martínez, Costa, Castroviejo & Valdes 1980;;;;;8;9;1;8;8;8;7;8;2;3;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Caryophyllanae;Superasterids;;;Caryophyllales;Amaranthaceae;0;0;10209;;;Arthrocnemum glaucum
esp;8655;6783;02/10.0.3.1.1;Artemisia caerulescens L. ;méditerranéen occidental;épi de capitules;hermaphrodite;;anémogame;akène;barochore;blanc;;9-10;;;csuf;chaméphytaie;parvochaméphytaies halophiles supralittorales des zones arides méditerranéennes;Limonion confusi (Braun-Blanquet 1933) Rivas Martínez & Costa 1984;;;;;8;9;1;8;8;8;7;8;2;3;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Asterales;Asteraceae;0;0;10208;;;Artemisia caerulescens
subsp;435;6785;02/10.0.3.1.1;Artemisia caerulescens L. subsp. caerulescens;méditerranéen occidental;épi de capitules;hermaphrodite;;anémogame;akène;barochore;blanc;;9-10;;;csuf;chaméphytaie;parvochaméphytaies halophiles supralittorales des zones arides méditerranéennes;Limonion confusi (Braun-Blanquet 1933) Rivas Martínez & Costa 1984;;;;;8;9;1;8;8;8;7;8;2;3;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Asterales;Asteraceae;0;0;10208;;;Artemisia caerulescens
subsp;436;73584;02/10.0.3.1.1;Artemisia caerulescens subsp. densiflora (Viv.) Gamisans ex Kerguélen & Lambinon;méditerranéen (corse);épi de capitules;hermaphrodite;;anémogame;akène;barochore;blanc;;;;;csuf;chaméphytaie;parvochaméphytaies halophiles supralittorales des zones arides méditerranéennes;Limonion confusi (Braun-Blanquet 1933) Rivas Martínez & Costa 1984;;;;;8;9;1;8;8;8;7;8;2;3;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Asterales;Asteraceae;0;0;12832;;;Artemisia cae. densiflora *
subsp;437;6787;02/10.0.3.1.1;Artemisia caerulescens subsp. gallica (Willd.) K.M.Perss.;méditerranéen occidental;épi de capitules;hermaphrodite;;anémogame;akène;barochore;blanc;;9-10;;;csuf;chaméphytaie;parvochaméphytaies halophiles supralittorales des zones arides méditerranéennes;Limonion confusi (Braun-Blanquet 1933) Rivas Martínez & Costa 1984;;;;;8;9;1;8;8;8;7;8;2;3;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Asterales;Asteraceae;0;0;10201;;;Artemisia cae. gallica
esp;9909;23882;02/10.0.3.1.1;Elytrigia elongata (Host) Nevski;méditerranéen;épi d'épillets;hermaphrodite;;anémogame;caryopse;épizoochore;vert;;6-7;;;Hces;hémicryptophytaie;parvochaméphytaies halophiles supralittorales des zones arides méditerranéennes;Limonion confusi (Braun-Blanquet 1933) Rivas Martínez & Costa 1984;;;;;8;9;1;8;8;8;7;8;2;3;;;;;;;;Magnoliopsida;Magnoliidae;Monocots;Lilianae;;;Commelinids;Poales;Poaceae;0;0;12833;;;Elymus elongatus
subsp;6799;23883;02/10.0.3.1.1;Elytrigia elongata (Host) Nevski subsp. elongata;méditerranéen;épi d'épillets;hermaphrodite;;anémogame;caryopse;épizoochore;vert;;6-7;;;Hces;chaméphytaie;parvochaméphytaies halophiles supralittorales des zones arides méditerranéennes;Limonion confusi (Braun-Blanquet 1933) Rivas Martínez & Costa 1984;;;;;8;9;1;8;8;8;7;8;2;3;;;;;;;;Magnoliopsida;Magnoliidae;Monocots;Lilianae;;;Commelinids;Poales;Poaceae;0;0;12833;;;Elymus elongatus
esp;1381;31464;02/10.0.3.1.1;Heliotropium curassavicum L.;méditerranéen;racème de cymes unipares scorpioïdes;hermaphrodite;;entomogame;akène;barochore;blanc;;6-10;;;hsto;chaméphytaie;parvochaméphytaies halophiles supralittorales des zones arides méditerranéennes;Limonion confusi (Braun-Blanquet 1933) Rivas Martínez & Costa 1984;;;;;8;9;1;8;8;8;7;8;2;3;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Boraginales;Boraginaceae;0;0;10211;;;Heliotropium curassavicum
esp;4160;39076;02/10.0.3.1.1;Limonium duriusculum (Girard) Fourr.;méditerranéen occidental;racème d'épis;hermaphrodite;;entomogame;capsule;barochore;bleu;;6-8;;;hros;chaméphytaie;parvochaméphytaies halophiles supralittorales des zones arides méditerranéennes;Limonion confusi (Braun-Blanquet 1933) Rivas Martínez & Costa 1984;;;;;8;9;1;8;8;8;7;8;2;3;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Caryophyllanae;Superasterids;;;Caryophyllales;Plumbaginaceae;0;0;10215;;;Limonium duriusculum
esp;4165;39086;02/10.0.3.1.1;Limonium girardianum (Guss.) Fourr.;méditerranéen (catalano-provençal);racème d'épis;hermaphrodite;;entomogame;capsule;barochore;bleu;;6-9;;;hros;chaméphytaie;parvochaméphytaies halophiles supralittorales des zones arides méditerranéennes;Limonion confusi (Braun-Blanquet 1933) Rivas Martínez & Costa 1984;;;;;8;9;1;8;8;8;7;8;2;3;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Caryophyllanae;Superasterids;;;Caryophyllales;Plumbaginaceae;0;0;10217;;;Limonium girardianum
esp;4181;39136;02/10.0.3.1.1;Limonium virgatum (Willd.) Fourr. ;méditerranéen;racème d'épis;hermaphrodite;;entomogame;capsule;barochore;bleu;;6-10;;;csuf;chaméphytaie;parvochaméphytaies halophiles supralittorales des zones arides méditerranéennes;Limonion confusi (Braun-Blanquet 1933) Rivas Martínez & Costa 1984;;;;;8;9;1;8;8;8;7;8;2;3;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Caryophyllanae;Superasterids;;;Caryophyllales;Plumbaginaceae;0;0;10218;;;Limonium gra. divaricatum
esp;4154;119045;02/10.0.3.1.1;Myriolimon diffusum (Pourr.) Lledó, Erben & M.B.Crespo;méditerranéen;racème d'épis;hermaphrodite;;entomogame;capsule;barochore;rose;;6-8;;;hces;chaméphytaie;parvochaméphytaies halophiles supralittorales des zones arides méditerranéennes;Limonion confusi (Braun-Blanquet 1933) Rivas Martínez & Costa 1984;;;;;8;9;1;8;8;8;7;8;2;3;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Caryophyllanae;Superasterids;;;Caryophyllales;Plumbaginaceae;0;0;10214;;;Limonium diffusum
esp;4162;119043;02/10.0.3.1.1;Myriolimon ferulaceum (L.) Lledó, Erben & M.B.Crespo;méditerranéen;racème d'épis;hermaphrodite;;entomogame;capsule;épizoochore;rose;;7-9;;;csuf;chaméphytaie;parvochaméphytaies halophiles supralittorales des zones arides méditerranéennes;Limonion confusi (Braun-Blanquet 1933) Rivas Martínez & Costa 1984;;;;;8;9;1;8;8;8;7;8;2;3;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Caryophyllanae;Superasterids;;;Caryophyllales;Plumbaginaceae;0;0;10216;;;Limonium ferulaceum
subsp;7106;119436;02/10.0.3.1.1;Puccinellia festuciformis subsp. lagascana M.A.Juliá & J.M.Monts.;méditerranéen;panicule d'épillets;hermaphrodite;;anémogame;caryopse;barochore;vert;;5-7;;;hces;chaméphytaie;parvochaméphytaies halophiles supralittorales des zones arides méditerranéennes;Limonion confusi (Braun-Blanquet 1933) Rivas Martínez & Costa 1984;;;;;8;9;1;8;8;8;7;8;2;3;;;;;;;;Magnoliopsida;Magnoliidae;Monocots;Lilianae;;;Commelinids;Poales;Poaceae;0;0;10219;;;Puccinellia fes. convoluta
esp;7114;53943;02/10.0.3.1.1;Puccinellia tenuifolia (Boiss. & Reut.) H.Lindb.;languedocien-provençal;panicule d'épillets;hermaphrodite;;anémogame;caryopse;barochore;vert;;;;;hces;chaméphytaie;parvochaméphytaies halophiles supralittorales des zones arides méditerranéennes;Limonion confusi (Braun-Blanquet 1933) Rivas Martínez & Costa 1984;;;;;8;9;1;8;8;8;7;8;2;3;;;;;;;;Magnoliopsida;Magnoliidae;Monocots;Lilianae;;;Commelinids;Poales;Poaceae;0;0;10220;;;Puccinellia fes. tenuifolia
esp;4139;39027;02/10.0.3.1.4;Limoniastrum monopetalum (L.) Boiss.;méditerranéen occidental;racème d'épis;hermaphrodite;;entomogame;capsule;barochore;bleu;;6-8;;;Cfru;chaméphytaie;parvochaméphytaies halophiles supralittorales, sabulicoles;Limoniastrion monopetali Pignatti 1953;;;;;8;9;1;8;8;8;7;8;2;3;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Caryophyllanae;Superasterids;;;Caryophyllales;Plumbaginaceae;0;0;10212;;;Limoniastrum monopetalum
esp;4153;39067;02/10.0.3.1.4;Limonium densissimum (Pignatti) Pignatti;méditerranéen;racème d'épis;hermaphrodite;;entomogame;capsule;barochore;bleu;;;;;csuf;chaméphytaie;parvochaméphytaies halophiles supralittorales, sabulicoles;Limoniastrion monopetali Pignatti 1953;;;;;8;9;1;8;8;8;7;8;2;3;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Caryophyllanae;Superasterids;;;Caryophyllales;Plumbaginaceae;0;0;10213;;;Limonium densissimum
esp;6772;14801;02/2.;Catapodium marinum (L.) C.E.Hubb.;méditerranéen-atlantique;épi d'épillets;hermaphrodite;;anémogame;caryopse;épizoochore;vert;;5-7;;;test;thérophytaie;annuelles pionnières des tonsures subnitrophiles maritimes européennes;Saginetea maritimae Westhoff, van Leeuwen & Adriani 1962;;;;;9;7;2;6;5;7;5;4;4;1;;;;;;;;Magnoliopsida;Magnoliidae;Monocots;Lilianae;;;Commelinids;Poales;Poaceae;0;0;11098;;;Desmazeria marina
esp;6602;43928;02/2.;Neoschischkinia elegans (Thore) Tzvelev;méditerranéen(eury)-atlantique(eury);panicule d'épillets;hermaphrodite;;anémogame;caryopse;barochore;bleu, blanc;;5-6;;;tver;thérophytaie;annuelles pionnières des tonsures subnitrophiles maritimes européennes;Saginetea maritimae Westhoff, van Leeuwen & Adriani 1962;;;;;9;7;3;5;4;7;5;4;4;1;;;;;;;;Magnoliopsida;Magnoliidae;Monocots;Lilianae;;;Commelinids;Poales;Poaceae;0;0;10016;;;Agrostis tenerrima
esp;7032;47905;02/2.;Parapholis filiformis (Roth) C.E.Hubb.;européen occidental;épi d'épillets;hermaphrodite;;anémogame;caryopse;barochore;vert;;5-8;;;test;thérophytaie;annuelles pionnières des tonsures subnitrophiles maritimes européennes;Saginetea maritimae Westhoff, van Leeuwen & Adriani 1962;;;;;9;5;4;5;5;7;5;4;4;1;;;;;;;;Magnoliopsida;Magnoliidae;Monocots;Lilianae;;;Commelinids;Poales;Poaceae;0;0;10018;;;Parapholis filiformis
esp;7033;47906;02/2.;Parapholis incurva (L.) C.E.Hubb.;méditerranéen(eury)-atlantique(eury);épi d'épillets;hermaphrodite;;anémogame;caryopse;barochore;vert;;4-7;;;tver;thérophytaie;annuelles pionnières des tonsures subnitrophiles maritimes européennes;Saginetea maritimae Westhoff, van Leeuwen & Adriani 1962;;;;;9;7;3;5;5;7;5;4;4;1;;;;;;;;Magnoliopsida;Magnoliidae;Monocots;Lilianae;;;Commelinids;Poales;Poaceae;0;0;10019;;;Parapholis incurva
esp;7036;47909;02/2.;Parapholis strigosa (Dumort.) C.E.Hubb.;européen occidental;épi d'épillets;hermaphrodite;;anémogame;caryopse;barochore;vert;;;;;test;thérophytaie;annuelles pionnières des tonsures subnitrophiles maritimes européennes;Saginetea maritimae Westhoff, van Leeuwen & Adriani 1962;;;;;9;5;4;5;5;7;5;5;4;1;8;6;2;7=;7;4;5;Magnoliopsida;Magnoliidae;Monocots;Lilianae;;;Commelinids;Poales;Poaceae;0;0;4340;;;Parapholis strigosa
esp;4088;49875;02/2.;Plantago coronopus L.;eurasiatique;épi simple;hermaphrodite;protogyne;anémogame;akène;barochore;jaune;;;;;test(hros);thérophytaie;annuelles pionnières des tonsures subnitrophiles maritimes européennes;Saginetea maritimae Westhoff, van Leeuwen & Adriani 1962;;Trifolio fragiferi - Cynodontion dactyli Braun-Blanquet & O. de Bolòs 1954;Mentho pulegii - Plantaginion majoris subsp. pleiospermae Julve (1993) 2003 nom. nov. hoc loco;;8;7;3;5;6;6;4;4;5;1;8;7;3;7=;7;4;4;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Lamiales;Plantaginaceae;0;0;2767;;;Plantago coronopus
subsp;13294;49879;02/2.;Plantago coronopus L. subsp. coronopus;eurasiatique;épi simple;hermaphrodite;protogyne;anémogame;akène;barochore;jaune;;4-10;;;test(hros);thérophytaie;annuelles pionnières des tonsures subnitrophiles maritimes européennes;Saginetea maritimae Westhoff, van Leeuwen & Adriani 1962;;Trifolio fragiferi - Cynodontion dactyli Braun-Blanquet & O. de Bolòs 1954;Mentho pulegii - Plantaginion majoris subsp. pleiospermae Julve (1993) 2003 nom. nov. hoc loco;;8;7;3;5;6;6;4;4;5;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Lamiales;Plantaginaceae;0;0;2767;;;Plantago coronopus
esp;2276;65556;02/2.;Spergula marina (L.) Bartl. & H.L.Wendl.;cosmopolite;cyme bipare;hermaphrodite;;autogame;capsule;anémochore;rose;;;;;test(hbis);thérophytaie;annuelles pionnières des tonsures subnitrophiles maritimes européennes;Saginetea maritimae Westhoff, van Leeuwen & Adriani 1962;;;;;8;4;1;7;8;8;7;8;3;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Caryophyllanae;Superasterids;;;Caryophyllales;Caryophyllaceae;0;0;4435;;;Spergularia marina
esp;2163;59091;02/2.0.1;Sagina maritima G.Don;européen méridional;cyme bipare;hermaphrodite;homogame;autogame;capsule;barochore;blanc;;5-8;;;test;thérophytaie;annuelles vernales des tonsures subnitrophiles maritimes, arénicoles;Saginetalia maritimae Westhoff, van Leeuwen & Adriani 1962;;;;;9;6;1;6;5;7;5;4;4;1;8;6;x;7=;8;3;4;Magnoliopsida;Magnoliidae;Eudicots;Caryophyllanae;Superasterids;;;Caryophyllales;Caryophyllaceae;0;0;4392;;;Sagina maritima
subsp;6700;10783;02/2.0.1.0.1;Bromus hordeaceus subsp. ferronii (Mabille) P.Sm.;atlantique;panicule d'épillets;hermaphrodite;protandre;anémogame, autogame;caryopse;épizoochore;vert;;5-6;;;tver;thérophytaie;annuelles vernales des tonsures subnitrophiles maritimes, arénicoles, psychrophiles, atlantiques;Saginion maritimae Westhoff, van Leeuwen & Adriani 1962;;;;;9;6;3;5;5;7;5;5;4;1;;;;;;;;Magnoliopsida;Magnoliidae;Monocots;Lilianae;;;Commelinids;Poales;Poaceae;0;0;10020;;;Bromus hor. ferronii
var;3333;15569;02/2.0.1.0.1;Centaurium erythraea subsp. erythraea var. capitatum (Willd.) Melderis;atlantique;cyme bipare;hermaphrodite;homogame;entomogame, autogame;capsule;anémochore;rose;;6-8;;;test(hbis);thérophytaie;annuelles vernales des tonsures subnitrophiles maritimes, arénicoles, psychrophiles, atlantiques;Saginion maritimae Westhoff, van Leeuwen & Adriani 1962;;;;;9;6;3;6;6;7;5;5;3;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Gentianales;Gentianaceae;0;0;10021;;;Centaurium erythraea v. capitatum *
esp;6982;39691;02/2.0.1.0.1;Lolium parabolicae Sennen ex Samp.;atlantique;épi d'épillets;hermaphrodite;;anémogame;caryopse;barochore;vert;;;;;test;thérophytaie;annuelles vernales des tonsures subnitrophiles maritimes, arénicoles, psychrophiles, atlantiques;Saginion maritimae Westhoff, van Leeuwen & Adriani 1962;;;;;9;6;3;5;4;7;5;5;4;1;;;;;;;;Magnoliopsida;Magnoliidae;Monocots;Lilianae;;;Commelinids;Poales;Poaceae;0;0;10022;;;Lolium parabolicae *
esp;3301;28204;02/2.0.2;Frankenia pulverulenta L.;subtropical(paléo);fleur solitaire latérale;hermaphrodite;;entomogame;capsule;barochore;bleu;;5-8;;;test;thérophytaie;annuelles tardivernales ou préestivales des tonsures subnitrophiles maritimes, méditerranéennes;Frankenietalia pulverulentae Rivas-Martínez 1975 apud Rivas-Martínez & Costa 1976;;;;;9;9;3;6;4;7;6;5;3;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Caryophyllanae;Superasterids;;;Caryophyllales;Frankeniaceae;0;0;10023;;;Frankenia pulverulenta
var;10192;29330;02/2.0.2;Galium verrucosum var. halophilum (Ponzo) Natali & Jeanm.;méditerranéen;cyme d'ombelles;hermaphrodite;;entomogame;capsule;épizoochore;blanc;;3-5;;;tver;thérophytaie;annuelles tardivernales ou préestivales des tonsures subnitrophiles maritimes, méditerranéennes;Frankenietalia pulverulentae Rivas-Martínez 1975 apud Rivas-Martínez & Costa 1976;;;;;9;8;1;6;4;8;6;5;4;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Gentianales;Rubiaceae;0;0;10024;;;Galium ver. halophilum *
esp;7100;51859;02/2.0.2;Polypogon maritimus Willd. ;méditerranéen;panicule d'épillets;hermaphrodite;;anémogame;caryopse;épizoochore;blanc;;;;;test;thérophytaie;annuelles tardivernales ou préestivales des tonsures subnitrophiles maritimes, méditerranéennes;Frankenietalia pulverulentae Rivas-Martínez 1975 apud Rivas-Martínez & Costa 1976;;;;;9;8;3;6;5;7;7;6;4;1;;;;;;;;Magnoliopsida;Magnoliidae;Monocots;Lilianae;;;Commelinids;Poales;Poaceae;0;0;10039;;;Polypogon maritimus
esp;7152;65696;02/2.0.2;Sphenopus divaricatus (Gouan) Rchb.;méditerranéen;épi d'épillets;hermaphrodite;;anémogame;caryopse;barochore;vert, rose;;4-6;;;tver;thérophytaie;annuelles tardivernales ou préestivales des tonsures subnitrophiles maritimes, méditerranéennes;Frankenietalia pulverulentae Rivas-Martínez 1975 apud Rivas-Martínez & Costa 1976;;;;;9;8;3;5;4;7;7;5;3;1;;;;;;;;Magnoliopsida;Magnoliidae;Monocots;Lilianae;;;Commelinids;Poales;Poaceae;0;0;10029;;;Sphenopus divaricatus
esp;30385;75393;02/2.0.2;Stachys ocymastrum (L.) Briq. ;méditerranéen occidental;glomérules spiciformes;hermaphrodite;;entomogame;akène;épizoochore;jaune;;;;;tver;thérophytaie;annuelles tardivernales ou préestivales des tonsures subnitrophiles maritimes, méditerranéennes;Frankenietalia pulverulentae Rivas-Martínez 1975 apud Rivas-Martínez & Costa 1976;;;;;9;8;4;5;5;7;7;4;4;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Lamiales;Lamiaceae;0;0;10030;;;Stachys ocymastrum *
esp;29952;74960;02/2.0.2.0.1;Anthemis secundiramea Biv. ;méditerranéen central;corymbe de capitules;gynomonoïque;protandre;entomogame, autogame;akène;barochore;blanc, jaune;;5-6;;;test;thérophytaie;annuelles des tonsures subnitrophiles maritimes, thermophiles, d'optimum catalano-provençales, arénicoles;Frankenion pulverulentae Rivas-Martínez 1975 apud Rivas-Martínez & Costa 1976;;;;;9;8;4;5;5;7;7;4;3;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Asterales;Asteraceae;0;0;10031;;;Anthemis secundiramea
esp;8330;5041;02/2.0.2.0.1;Anthemis tomentosa L.;méditerranéen oriental;corymbe de capitules;gynomonoïque;protandre;entomogame, autogame;akène;barochore;blanc, jaune;;;;;test;thérophytaie;annuelles des tonsures subnitrophiles maritimes, thermophiles, d'optimum catalano-provençales, arénicoles;Frankenion pulverulentae Rivas-Martínez 1975 apud Rivas-Martínez & Costa 1976;;;;;9;8;3;5;5;7;7;5;3;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Asteranae;Superasterids;;Asterids;Asterales;Asteraceae;0;0;12766;;;Anthemis tomentosa
esp;1626;19310;02/2.0.2.0.1;Crambe hispanica L.;méditerranéen;racème simple;hermaphrodite;;entomogame;silique;barochore;blanc;;;;;test;thérophytaie;annuelles des tonsures subnitrophiles maritimes, thermophiles, d'optimum catalano-provençales, arénicoles;Frankenion pulverulentae Rivas-Martínez 1975 apud Rivas-Martínez & Costa 1976;;;;;9;8;1;6;5;8;7;5;5;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Brassicales;Brassicaceae;0;0;10032;;;Crambe hispanica
esp;2201;25734;02/2.0.2.0.1;Eudianthe coelirosa (L.) Rchb.;méditerranéen;cyme bipare;hermaphrodite;;entomogame;capsule;anémochore;rose;;4-5;;;test;thérophytaie;annuelles des tonsures subnitrophiles maritimes, thermophiles, d'optimum catalano-provençales, arénicoles;Frankenion pulverulentae Rivas-Martínez 1975 apud Rivas-Martínez & Costa 1976;;;;;9;8;4;5;5;8;6;5;4;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Caryophyllanae;Superasterids;;;Caryophyllales;Caryophyllaceae;0;0;10042;;;Eudianthe coelirosa *
esp;1695;34945;02/2.0.2.0.1;Hornungia procumbens (L.) Hayek;méditerranéen-atlantique;racème simple;hermaphrodite;;entomogame;silique;anémochore;blanc;;3-6;;;tver;thérophytaie;annuelles des tonsures subnitrophiles maritimes, thermophiles, d'optimum catalano-provençales, arénicoles;Frankenion pulverulentae Rivas-Martínez 1975 apud Rivas-Martínez & Costa 1976;Saginion maritimae Westhoff, van Leeuwen & Adriani 1962;;;;9;7;3;5;4;8;6;4;4;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Brassicales;Brassicaceae;0;0;1279;;;Hymenolobus procumbens
var;12260;119881;02/2.0.2.0.1;Hornungia procumbens (L.) Hayek var. procumbens;méditerranéen-atlantique;racème simple;hermaphrodite;;entomogame;silique;anémochore;blanc;;3-6;;;tver;thérophytaie;annuelles des tonsures subnitrophiles maritimes, thermophiles, d'optimum catalano-provençales, arénicoles;Frankenion pulverulentae Rivas-Martínez 1975 apud Rivas-Martínez & Costa 1976;Saginion maritimae Westhoff, van Leeuwen & Adriani 1962;;;;9;7;3;5;4;8;6;4;4;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Brassicales;Brassicaceae;0;0;1279;;;Hymenolobus procumbens
esp;2987;39986;02/2.0.2.0.1;Lotus conimbricensis Brot.;méditerranéen;ombelle simple;hermaphrodite;;entomogame;gousse;dyszoochore;blanc;bleu;4-6;;;tver;thérophytaie;annuelles des tonsures subnitrophiles maritimes, thermophiles, d'optimum catalano-provençales, arénicoles;Frankenion pulverulentae Rivas-Martínez 1975 apud Rivas-Martínez & Costa 1976;Vulpion ligusticae Aubert & Loisel 1971;;;;9;8;3;5;6;8;6;5;4;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Fabales;Fabaceae;0;0;10034;;;Lotus conimbricensis
esp;3084;44835;02/2.0.2.0.1;Ononis mitissima L.;méditerranéen;racème simple;hermaphrodite;;entomogame;gousse;épizoochore;rose;;4-6;;;tver;thérophytaie;annuelles des tonsures subnitrophiles maritimes, thermophiles, d'optimum catalano-provençales, arénicoles;Frankenion pulverulentae Rivas-Martínez 1975 apud Rivas-Martínez & Costa 1976;;;;;9;8;5;5;4;8;6;4;4;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Fabales;Fabaceae;0;0;10037;;;Ononis mitissima
esp;2271;65549;02/2.0.2.0.1;Spergula diandra (Guss.) Murb.;méditerranéen méridional;cyme bipare;hermaphrodite;;entomogame;capsule;barochore;rose;;5-7;;;test;thérophytaie;annuelles des tonsures subnitrophiles maritimes, thermophiles, d'optimum catalano-provençales, arénicoles;Frankenion pulverulentae Rivas-Martínez 1975 apud Rivas-Martínez & Costa 1976;;;;;9;8;3;6;5;7;5;5;4;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Caryophyllanae;Superasterids;;;Caryophyllales;Caryophyllaceae;0;0;10044;;;Spergularia diandra
esp;2273;120081;02/2.0.2.0.1;Spergula heldreichii (Foucaud) G.López;méditerranéen occidental;cyme bipare;hermaphrodite;;entomogame;capsule;anémochore;rose;;;;;test;thérophytaie;annuelles des tonsures subnitrophiles maritimes, thermophiles, d'optimum catalano-provençales, arénicoles;Frankenion pulverulentae Rivas-Martínez 1975 apud Rivas-Martínez & Costa 1976;;;;;9;8;3;6;5;7;5;5;4;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Caryophyllanae;Superasterids;;;Caryophyllales;Caryophyllaceae;0;0;10045;;;Spergularia heldreichii
esp;2283;120085;02/2.0.2.0.1;Spergula tangerina (P.Monnier) G.López;méditerranéen occidental;cyme bipare;hermaphrodite;;entomogame;capsule;anémochore;blanc, rose;;;;;test;thérophytaie;annuelles des tonsures subnitrophiles maritimes, thermophiles, d'optimum catalano-provençales, arénicoles;Frankenion pulverulentae Rivas-Martínez 1975 apud Rivas-Martínez & Costa 1976;;;;;9;8;3;5;5;7;5;5;4;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Caryophyllanae;Superasterids;;;Caryophyllales;Caryophyllaceae;0;0;10046;;;Spergularia tangerina
esp;14826;69157;02/2.0.2.0.1;Trifolium isthmocarpum Brot.;méditerranéen central;racème capituliforme;hermaphrodite;;entomogame;gousse;épizoochore;blanc, rose;;;;;tver;thérophytaie;annuelles des tonsures subnitrophiles maritimes, thermophiles, d'optimum catalano-provençales, arénicoles;Frankenion pulverulentae Rivas-Martínez 1975 apud Rivas-Martínez & Costa 1976;;;;;9;8;4;5;5;8;6;5;4;1;;;;;;;;Magnoliopsida;Magnoliidae;Eudicots;Rosanae;Superrosids;;Rosids;Fabales;Fabaceae;0;0;12767;;;Trifolium isthmocarpum
